lema,categoria,url,definicion,ejemplos,frases
abandonar,verbo,https://diesgital.com/search?q=abandonar,"en sentido figurado, dejar sin favor ni protección a algo o alguien que lo tenía en un tiempo pasado",La familia nunca te abandona ni te olvida. || Tras el accidente la conductora escapó y abandonó el cuerpo de su amigo.,abandonando a sus trabajadores enfermos || abandonar niños en los orfanatos || el fenómeno de la gata madre que abandona a sus gatitos || el Gobierno que abandona a los dependientes a su suerte || la mujer que abandonó a sus dos hijos en el colegio al no poder mantenerlos
abandonar,verbo,https://diesgital.com/search?q=abandonar,"en sentido figurado, hacer que algo, generalmente una parte del cuerpo, descanse sobre una cosa de manera perezosa y sin cuidado",Suavemente abandonó su cabeza sobre mi hombro y se quedó dormido.,"abandonar la espalda desnuda sobre el mosaico fresco, largo a largo en el suelo || antes de abandonar la cabeza en el hueco del travesaño || descansar y abandonar el cuerpo sobre las sábanas para recuperar energías"
abogado,nombre,https://diesgital.com/search?q=abogado,"en sentido figurado, persona (hombre o mujer) que habla o sale en favor de alguien con el fin de conseguir algo que le favorezca o evitar algún mal",Estos abogados se creen que pueden resolver todos estos problemas mediando entre los primos.,y a los abogados que resuelven los problemas
abogado,nombre,https://diesgital.com/search?q=abogado,"en sentido figurado, hombre que habla o sale en favor de alguien con el fin de conseguir algo que le favorezca o evitar algún mal","Siempre está haciendo de abogado, intentando mediar entre los problemas y discusiones de la familia.",y es el abogado que media entre sus amigos
abogado,nombre,https://diesgital.com/search?q=abogado,"en sentido figurado, hombre que habla mal de otras personas y fomenta los malos entendidos",Hace tiempo que dejamos de salir con él porque es un abogado que no hacía más que meternos en líos con sus chismes.,un abogado liante que enreda
abogado,nombre,https://diesgital.com/search?q=abogado,"en sentido figurado, persona (hombre o mujer) que habla mal de otras personas y fomenta los malos entendidos","Se comporta como como un abogado chismorreando todo el día,",y se creen los abogados defensores de los derechos humanos
abril,nombre,https://diesgital.com/search?q=abril,"en sentido figurado, etapa de la juventud, previa a la edad adulta","Se hallaban también en el abril de la vida, cuando comienza a germinar en el corazón la semilla del amor, oculta en él desde el nacer y hasta entonces desconocida.","el abril en el que despiertan los romances || estar en el abril de la vida || estar hecho un abril || un abril que todos, en un momento u otro, hemos vivido"
abril,nombre,https://diesgital.com/search?q=abril,"en sentido figurado, cosa o persona que complace o agrada por su apariencia o amabilidad","Eres un abril que me ruboriza en cada latido, en cada te amo.",conmemorar aquel abril de victorias || dar su obediencia ciega en el abril de su hermosura || ser todo un abril
abuelo,nombre,https://diesgital.com/search?q=abuelo,"en sentido figurado, número noventa en los cartones o fichas de los juegos de azar como por ejemplo el bingo o la lotería","Casi hago línea, solo me faltaba el abuelo. || Siempre elige el número noventa, o abuelo, cuando echa la primitiva.",cuando me tocó el abuelo en la lotería || el día en que el abuelo salió premiado
abuelo,nombre,https://diesgital.com/search?q=abuelo,"en sentido figurado, soldado que finalizará el servicio militar en seis meses o menos; se usa en el discurso militar","Si todo va bien, este abuelo terminará su servicio militar en menos de cuatro meses","convertirse en abuelo, es decir, dejar de prestar el servicio militar dentro de poco más de cinco meses || soldado que el mes que viene se convertirá en abuelo || y por fin volverme abuelo y poder largarme del ejército en menos de seis meses"
abuelo,nombre,https://diesgital.com/search?q=abuelo,"en sentido figurado, persona de avanzada edad integrante del grupo de personas conocido como tercera edad",Ahora ya no vienen los padres sino que son los abuelos los que quieren conservar la tradición del Día de Ramos.,algunos datos interesantes sobre los abuelos de origen latino || echar a los abuelos del parqué || niños cuidados por abuelos en esta España exague
abuelo,nombre,https://diesgital.com/search?q=abuelo,"en sentido figurado, hombre de avanzada edad integrante del grupo de personas conocido como tercera edad",Encontraron una boina y un bastón que probablemente pertenecía a algún abuelo.,encargada de cuidar a un abuelo de lunes a viernes || la hermosa fotografía de un abuelo y un adolescente || un abuelo con problemas de salud || un abuelo octogenario
acercar,verbo,https://diesgital.com/search?q=acercar,"en sentido figurado, poner cerca o más cerca dos cosas inmateriales, por ejemplo ideas, posturas políticas, etc.",Van a celebrar una nueva ronda de conversaciones para intentar acercar las diversas visiones políticas de cada grupo.,esos países han acercado sus posturas
acercar,verbo,https://diesgital.com/search?q=acercar,"en sentido figurado, poner una cosa en poder de una persona","Cerca de las tres, un abogado acercó un habeas corpus en defensa de la comunidad.","y Azucena le acerca un rifle a Cerillo, quien lo abraza"
acercar,verbo,https://diesgital.com/search?q=acercar,"en sentido figurado, llevar a alguien a un lugar especialmente si está cerca o queda de paso",Mi primo me va a acercar a Madrid por la mañana.,mi mamá me acercó al aeropuerto
aclarar,verbo,https://diesgital.com/search?q=aclarar,"en sentido figurado, explicar lo que se dice, una idea, una actitud, una situación, etc. para que pueda entenderse y comprenderse mejor","La acusada intentó aclarar su motivación, pero para mí sigue siendo algo ilógico lo que hizo.",y el profesor aclara las dudas de los alumnos || no sabemos quién puede aclarar este malentendido
aclarar,verbo,https://diesgital.com/search?q=aclarar,"en sentido figurado, hacer más perceptible la voz",Ha aclarado la voz y se ha puesto a cantar una ópera.,estaba haciendo gárgaras para aclarar la voz
aclarar,verbo,https://diesgital.com/search?q=aclarar,"en sentido figurado, aplicar con intensidad los sentidos y facultades para percibir con ellos lo más posible",Ha aclarado la vista para percibir mejor las figuras que se divisaban en la lejanía.,dicen que la zanahoria aclara la vista
aclarar,verbo,https://diesgital.com/search?q=aclarar,"en sentido figurado, desaparecer las nubes que cubren y oscurecen el cielo, en especial las que pueden provocar lluvia o nieve","El tiempo ha aclarado y hemos podido salir de paseo. || Espero que la neblina aclare, porque quiero salir un rato en el velero.",aclaró a mediodía y salimos de paseo || el cielo aclaró y dejó de nevar
aclarar,verbo,https://diesgital.com/search?q=aclarar,"en sentido figurado, hacerse de día","Cuando aclara, salgo a correr.",en verano aclara hacia las 4 de la mañana
acordar,verbo,https://diesgital.com/search?q=acuerdo,"en sentido figurado, caer alguien en la cuenta o darse cuenta","Sin darme cuenta, empecé a procurar que nuestros horarios coincidieran. Y cuando acordé me había convertido en tu desconocido protector.",
acordar,verbo,https://diesgital.com/search?q=acuerdo,"en sentido figurado, conceder alguien algo a alguien, por ejemplo, favores si lo ha solicitado previamente",Esta noche durante la cena le acordarán el premio por mejor novela.,y el jurado acordó el galardón al poeta más joven
acordar,verbo,https://diesgital.com/search?q=acuerdo,"en sentido figurado, lograr alguien acercar voluntades, posturas o ideas enfrentadas, o a las personas que las defienden",Han logrado acordar los intereses de las varias facciones.,el encuentro logró acordar ideas de paz entre los países enfrentados || por mucho que lo intentaron no lograron acordar los distintos pareceres
acordar,verbo,https://diesgital.com/search?q=acuerdo,"en sentido figurado, hacer que armonicen o se adapten varias cosas entre sí","Empezó a bambolearse lentamente, primero despacio y más deprisa después, hasta acordar su danza y su discreto canto al ritmo de los rumores nocturnos.",surgida por la necesidad de acordar la historia oficial y la oficiosa
acordar,verbo,https://diesgital.com/search?q=acuerdo,"en sentido figurado, poner la voz o un instrumento en el tono justo; se usa en música",¿Cómo acordar tu mismo tu instrumento de cuerda?,han acordado los violines y van a comenzar || acordaron la voz para no tener disonancias
activar,verbo,https://diesgital.com/search?q=activo,"en sentido figurado, hacer radiactiva una sustancia, generalmente bombardeándola con partículas materiales o con fotones; se usa en física",Mediante una serie de experimentos han activado ciertos átomos.,y el aumento de calcio activa la enzima
activar,verbo,https://diesgital.com/search?q=activo,"en sentido figurado, aumentar la intensidad o rapidez de algo",El gobierno busca activar la economía y crear nuevos puestos de trabajo.,las negociaciones han activado del comercio exterior || quieren activar las negociaciones para llegar a un acuerdo antes de Navidad
activar,verbo,https://diesgital.com/search?q=activo,"en sentido figurado, alentar a una persona a que haga algo, por ejemplo a que pongan en funcionamiento una organización","Entendemos que hay barreras, y por eso estamos tratando de activar a estos hombres.",querían activar a los latinos a votar en las elecciones
activar,verbo,https://diesgital.com/search?q=activo,"en sentido figurado, poner o ponerse en marcha algo inmaterial","El lenguaje activa la memoria y, por eso, son tan necesarios los ejercicios verbales en la etapa escolar.",para activar las propiedades cognitivas del receptor
actor,nombre,https://diesgital.com/search?q=actor,"en sentido figurado, hombre que tiene gran capacidad para fingir, por ejemplo, para engañar a alguien","Los futbolistas del equipo catalán son grandes actores, especialmente cuando lo entrenaba Guardiola.",el vicepresidente del gobierno se derrumba y admite que es un gran actor
actor,nombre,https://diesgital.com/search?q=actor,"en sentido figurado, persona (hombre o mujer), gobierno, sindicato, país, equipo, etc. que tiene gran capacidad para fingir, por ejemplo, para engañar a alguien","Todos sabían que eran grandes actores, acostumbrados a engañar a árbitros y organismos reguladores.",algunos países son grandes actores y exageran los problemas comerciales del mundo actual
acudir,verbo,https://diesgital.com/search?q=acudir,"en sentido figurado, presentarse alguien en algún lugar o ante otra persona yendo acompañado con alguien",El músico acudió con un artesano fabricante de instrumentos de cuerda y le pidió elaborara un instrumento similar a la guitarra.,y esas buenas intenciones se frustran por falta de tiempo y recursos para acudir con un especialista
acudir,verbo,https://diesgital.com/search?q=acudir,"en sentido figurado, recurrir a alguien o algo y valerse de su ayuda para conseguir algo de provecho","Han acudido al diccionario para buscar el significado de la palabra ""acoquinar"".",ha acudido a un abogado para tramitar el divorcio || no puedes acudir a esos rumores para ganarte a estos chicos
acudir,verbo,https://diesgital.com/search?q=acudir,"en sentido figurado, presentarse algo a una persona en forma de recuerdos o imágenes mentales","Cuando ella vio la foto, muchos recuerdos acudieron a su mente.",los recuerdos de su vida en común acudieron a su mente || aquellas escenas de terror acudían a mí una y otra vez
acudir,verbo,https://diesgital.com/search?q=acudir,"en sentido figurado, ir una persona, organización, institución, país, etc. en socorro o ayuda de alguien",Cada vez que tiene un problema acude a su madre para que le aconseje.,la UE ha acudido en ayuda de España y de otros países europeos
adelantar,verbo,https://diesgital.com/search?q=adelante,"en sentido figurado, poner alguien por delante en el marcador en una competición deportiva, en un concurso, etc.",El delantero centro adelantó a los madrileños en el descuento.,han adelantado tres puntos en el marcador del concurso
adelantar,verbo,https://diesgital.com/search?q=adelante,"en sentido figurado, colocar un elemento del juego en una posición más adelante comparándola con la de un rival o con lo que es habitual; se usa en deportes",El portero adelantó la pelota.,ha adelantado la línea de presión hasta el mediocampo || el portero ha adelantado la defensa varios metros
adelantar,verbo,https://diesgital.com/search?q=adelante,"en sentido figurado, avanzar o progresar alguien, por ejemplo en los estudios, o algo",Han ido por el atajo para adelantar más. || La tecnología del microchip está adelantando cada vez más.,adelanta porque pone mucho interés || llevamos negociando sin adelantar nada || y la inteligencia artificial adelantará muchísimo en los años venideros
adelantar,verbo,https://diesgital.com/search?q=adelante,"en sentido figurado, dar alguien una noticia antes que los demás o poner en antecedentes de un asunto","De momento, no tenemos autorización para adelantar esa información.",adelantó una exclusiva sobre los últimos casos de corrupción || han adelantado los titulares de la prensa deportiva en el programa de radio
adelantar,verbo,https://diesgital.com/search?q=adelante,"en sentido figurado, pagar alguien una cantidad de dinero correspondiente a un trabajo o servicio antes de la fecha prevista o señalada inicialmente",Tuvimos que adelantar un depósito para reservar nuestras plazas en la clase.,adelantaron 3000 euros para hacer la reserva del coche || adelanté 300 euros para poder reservar la bicicleta eléctrica
admitir,verbo,https://diesgital.com/search?q=admitir,"en sentido figurado, ofrecer algo la posibilidad de realizar o llevar a cabo alguna acción",,admiten reparaciones si son de buena fe || estos poemas admiten varias interpretaciones || el presupuesto no admite grandes dispendios
admitir,verbo,https://diesgital.com/search?q=admitir,"en sentido figurado, reconocer como cierta una cosa, por ejemplo la responsabilidad en un tema concreto","Admitieron que la decisión tomada no fue la mejor, aunque fue la mejor valorada por el comité de decisiones.",admite sus problemas con el alcohol || ha admitido que la culpa fue totalmente suya
admitir,verbo,https://diesgital.com/search?q=admitir,"en sentido figurado, aceptar la validez de un objeto material, por ejemplo de un cheque",Han admitido los cheques con los que hemos comprado auqellos vestidos.,en este restaurante admiten tarjetas de crédito
admitir,verbo,https://diesgital.com/search?q=admitir,"en sentido figurado, mostrarse una persona tolerante con que se haga algo","Por favor, cállate. No ¡te admito que me hables así.",siempre admite que le digan las cosas a la cara || se niega a admitir el comentario del periodista
admitir,verbo,https://diesgital.com/search?q=admitir,"en sentido figurado, ingresar a una persona en un hospital por una enfermedad",Fue admitida en el hospital con una infección grave.,la admitieron en la clínica para tratarle la infección de ojos
admitir,verbo,https://diesgital.com/search?q=admitir,"en sentido figurado, permitir una persona, asociación, organización, etc. que algo forme de algo",Han admitidos muchas palabras coloquiales en los diccionarios académicos.,no admiten coches externos en el garaje del Ministerio
adoptar,verbo,https://diesgital.com/search?q=adoptar,"en sentido figurado, asumir alguien como propia, y, por tanto, seguir, una idea, ideología, doctrina , método, estrategia, línea de trabajo, etc.","Antes de adoptar una ideología evalúe, ¿qué tan cerca está el discurso de su realidad?","que, desde que ella conoció a mi padre, dejó atrás la religión y adoptó sus ideas || que comparten objetivos y adoptan una metodología de trabajo común y consensuada || que las empresas adoptarán una estrategia centrada en las economías de escala || que este movimiento se había caracterizado por una inusual mezcla de nacionalismo y liberalismo extremos y Jabotinsky adoptó su ideología || que difundió la idea de que la Iglesia debía adoptar las doctrinas liberales del siglo XIX"
adoptar,verbo,https://diesgital.com/search?q=adoptar,"en sentido figurado, tomar o asumir alguien alguna actitud, posición, tono, etc., especialmente uno que normalmente no usa","Atemorizados por tanta violencia, las autoridades adoptaron un tono conciliatorio.","que fue el único país que adoptó una postura crítica al respecto || que no sólo eso, sino que adopta un tono calmado y educado mientras manipula datos y tergiversa cifras oficiales || que los grupos conservadores estadounidenses adoptan una actitud hostil ante la inminente encíclica del Papa Francisco || que, por el contrario, aquellos que creen que no pueden superarlo adoptan una actitud pasiva || que la Unión Europea adoptó una posición común sobre Cuba el 2 de diciembre de 1996"
advertir,verbo,https://diesgital.com/search?q=advertir,"en sentido figurado, llamar la atención de alguien sobre algo",Me ha advertido de que tiene una cita el lunes por la tarde.,advirtieron sobre los problemas de construcción del juego
advertir,verbo,https://diesgital.com/search?q=advertir,"en sentido figurado, avisar de la presencia de alguien o de algo, por ejemplo para alertar sobre algo o alguien peligroso",En su recomendación advirtió acerca de los “agujeros” respecto a la exactitud del proceso.,"y nuestras risas advertían el efecto desparpajado de los tragos || y el servicio telefónico celular, que ha servido para advertir la presencia de retenes policiales"
advertir,verbo,https://diesgital.com/search?q=advertir,"en sentido figurado, aconsejar a alguien algo de lo que se deriva una consecuencia, para que esté atento, actúe con precaución o no se sorprenda",Nos advirtieron que no lleváramos el caso a juicio.,"y te lo advierto: si le pegas al perro, te morderá || por favor adviértele que no lleve el abrigo"
advertir,verbo,https://diesgital.com/search?q=advertir,"en sentido figurado, avisar a alguien con amenazas",El jefe advirtió al empleado que dejara de causar problemas.,y es la última vez que te lo advierto para que no lo vuelvas a decir || y te advierto que no consentiré otro comentario desagradable
afectar,verbo,https://diesgital.com/search?q=afectar,"en sentido figurado, poner alguien cuidado excesivo y poco natural en la manera de hablar, actuar, moverse, etc.",Había afectado la cita para dársela de muy culto e instruido.,afecta una elegancia que no tiene
afectar,verbo,https://diesgital.com/search?q=afectar,"en sentido figurado, fingir alguien algo que no es",El acusado afectaba demencia en presencia del jurado.,y siempre afecta ignorancia cuando arruina algo
afectar,verbo,https://diesgital.com/search?q=afectar,"en sentido figurado, impresionar algo a alguien y causar en esa persona cierta sensación de dolor o tristeza",Le afectó mucho la muerte de su perro; era su mejor amigo.,y me afectaron mucho sus palabras y me eché a llorar
afectar,verbo,https://diesgital.com/search?q=afectar,"en sentido figurado, modificar o cambiar algo inmaterial, por ejemplo una decisión, una toma de postura, un punto de vista, etc.",La toma de decisión ha estado afectada por la campaña de prensa en contra de la caza de ballenas.,lo que dices no va a afectar mi decisión sobre tu hermano
afirmar,verbo,https://diesgital.com/search?q=afirmar,"en sentido figurado, asegurar y reforzar a una persona en una posición",para afirmar al consejero solo hace falta responder a este correo electrónico.,las elecciones le afirmaron en su puesto
afirmar,verbo,https://diesgital.com/search?q=afirmar,"en sentido figurado, hacer alguien algo más estable, solido, seguro, sólido, etc.,. por ejemplo, con clavos, puntas, tornillos, etc.",Afirmaron los cimientos con varias toneladas de cemento.,han afirmado la pared con un refuerzo de piedra
agosto,nombre,https://diesgital.com/search?q=agosto,"en sentido figurado, conjunto de frutos físicos, intelectuales, espirituales, etc. que alguien recoge en un momento determinado",Los agostos actuales están muy relacionados con la existencia de conexiones políticas.,los agostos de estos comerciantes ya no son lo que eran
agua,nombre,https://diesgital.com/search?q=agua,"en sentido figurado, sustancia líquida que se obtiene por infusión, destilación u otro procedimiento de una sustancia vegetal como hojas, flores, plantas, frutas. cortezas, etc.; se usa en medicina y perfumería",El agua de azahar es el producto que se obtiene tras el destilado en corriente de vapor de la infusión de pétalos de la flor de azahar.,compró un frasco de agua de rosas || el agua de colonia es una marca registrada de perfume
agua,nombre,https://diesgital.com/search?q=agua,"en sentido figurado, disolución en agua de ciertas sustancias químicas",El agua de cal es un álcali que en unión con aceites vegetales reacciona formando un linimento.,el agua ferruginosa era destilada antes de verterla al mar || el agua amoniacal es amoniaco para uso doméstico
agua,nombre,https://diesgital.com/search?q=agua,"en sentido figurado, vertiente de un tejado",Las aguas del tejado estaban cubiertas de nieve.,la casa tenía un tejado a dos aguas
agua,nombre,https://diesgital.com/search?q=agua,"en sentido figurado, bebida refrescante y gaseosa",Vamos a la tienda por unas aguas light.,"y pregúntale a las monjitas si quedan aguas de limón, que tengo sed || y mi mamá nos preparó agua de tamarindo"
agua,adverbio,https://diesgital.com/search?q=agua,"en sentido figurado, término usado para indicar que algo se ha frustrado o que alguien no ha conseguido lo que quería",¿Tienes hoy a la niña? –No hoy había celebración familiar materna. Así que agua.,se fue al agua nuestro proyecto
agua,nombre,https://diesgital.com/search?q=agua,"en sentido figurado, secreción de la glándula lacrimal que se vierte por los ojos como consecuencia de un dolor, una emoción intensa, por irritación del ojo, etc.","Había agua en su rostro, especialmente en sus ojos, síntoma inequívoco de la tristeza con la que se desenvolvía en la vida.",y vimos sus ojos llenos de agua
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, lugar elevado sobre el terreno que lo rodea",,"se concentró en terminar el relato de su fantástico vuelo, contándonos que las chichiguas perdieron el aire cuando pasaba"
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, sistema de ventilación mediante el cual se consigue mantener un recinto cerrado a la temperatura y humedad deseada",Pido al conductor que ponga el aire y cierro la ventana.,quita el aire cuando salgas
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, emisión activa de radio o televisión",Deja de decir groserías. ¡Estamos en el aire!,ya estamos en el aire
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, semejanza entre dos o más personas que se percibe en los rasgos de la cara",Todos los niños de la familia Gómez tienen un aire a su madre.,tiene un aire a su padre || les veo a ellos con unos aires a los actores de la película
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, canción popular",Unos aires tan conocidos animaron enormemente el ambiente. || La siguiente canción en el programa es un aire francés del siglo XVII.,y la isa en un aire canario || han entonado los aires populares de la región
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, grado de rapidez o lentitud con que se ejecuta una obra musical",Los aires de esas melodías eran lentos o muy lentos.,tocaban con el aire rápido que se había puesto de moda || unos aires un poco menos rápidos le vendrían mejor a esa pieza
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, apariencia o conjunto de rasgos que se perciben en una persona o cosa nada más verla",Los aires sensuales de estas novelas las convirtieron en éxitos de venta.,tiene un aire de felicidad enorme || el desfile empezó con unos aires de grandeza evidentes
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, ventosidad que se expresa por el ano","A mí no me sirvas frijoles, hija. Ya sabes que me provocan aire.",los aires de los bebés son muy sanos || el niño se tiraba unos aires que sonaban por toda la casa
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, dolor o malestar repentino que sufre una persona",A Rogelio le dio un aire cuando estaba corriendo por el parque.,y los aires que le dieron a mis hermanos cuando estaban corriendo || con unos aires como los que cuentas hay que ir al médico
aire,nombre,https://diesgital.com/search?q=aire,"en sentido figurado, manera particular de hacer las cosas, por ejemplo, las que se hacen con gracia y desenvoltura",El aire con el que se movía mi amiga por el salón llamó la atención de tods los presentes.,"y mi amiga se mueve con mucho aire || vete a tu aire, que yo te sigo más despacio"
aires,nombre,https://diesgital.com/search?q=aires,"en sentido figurado, actitud vanidosa con la que se presenta una persona ante los demás",Aunque se daba muchos aires se ha demostrado que no es nada bueno.,se da unos aires de suficiencia que no puedo soportar más
aires,nombre,https://diesgital.com/search?q=aires,"en sentido figurado, circunstancias que rodean una situación determinada y que pueden hacerla variar en algún aspecto",Trajo unos aires renovadores al panorama teatral español.,los aires de crisis están por todos los lados del país
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, noticia o sección de noticias recibidas a última hora","Analizan la producción multimedia y que enriquece los artículos ""hiperlocales"" con noticias de alcance nacional e internacional.",es una noticia de alcance
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, capacidad física, intelectual o de otra índole que permite realizar o abordar ciertas cosas o acceder a ellas",La mayoría de los razonamientos están fuera del alcance de la mayoría de las personas.,y la política española actual está fuera de mi alcance
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, inteligencia de una persona gracias a la cual puede entender o comprender algo",El alcance de aquellas personas posibilitó la llegada de la democracia a este país.,los alcances de esos hombres son escasos
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, saldo deudor en una cuenta; se usa en economía",Aquí tengo el informe explicando porqué el alcance fue a favor del banco.,los alcances del últimos ejercicio serán financiados con bonos
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, penetración máxima de una partícula en un medio material determinado; se usa en física",La ordenada máxima de la curva diferencial de los alcances corresponde a un valor de la abscisa que se denomina alcance medio.,para poder predecir los valores del alcance
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, choque ligero de un automóvil con otro",,y no pudo frenar a tiempo para evitar un alcance
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, grado de influencia al que llega una persona, empresa, organización, organismo, institución, país, etc., por ejemplo con sus actos, acciones, poder, etc.",Los alcances de las empresas madereras en la política medioambiental del estado son relevantes.,no sabemos el alcance de sus acciones sociales en España
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, éxito o resultado satisfactorio",,un artículo de la revista Forbes sobre la situación y alcances de la industria del cemento en América Latina
alcance,nombre,https://diesgital.com/search?q=alcance,"en sentido figurado, grado de importancia, transcendencia, valor, etc. de una cosa, generalmente no material",Nadie predijo el alcance de aquel descubrimiento.,no ha sabido medir el alcance de sus palabras
alcanzar,verbo,https://diesgital.com/search?q=alcanzar,"en sentido figurado, acercar a alguien a algún lugar en un vehículo","Pero una noche, no tuvo más remedio que alcanzarla hasta la casa y, al despedirse, ella le dio un beso devastador.",
alcanzar,verbo,https://diesgital.com/search?q=alcanzar,"en sentido figurado, haber vivido alguien al mismo tiempo que otra persona o en un determinado momento",No alcanzó a su héroe por poco tiempo; murió dos meses antes de que llegara a la ciudad.,alcanzamos la época inicial de la transición española || y mi abuelo alcanzó al antiguo presidente || hemos alcanzado los años de la crisis
alcanzar,verbo,https://diesgital.com/search?q=alcanzar,"en sentido figurado, llegar alguien a un lugar imaginario, a un estado emocional, espiritual, etc. concreto, o a lograr unos objetivos específicos",Alcanzaremos el cielo si seguimos soportando al gobierno actual sin protestar.,han alcanzado la perfección en el arte de pedir ocultando la verdad || por desgracia no alcanzaron las metas que se habían propuesto || hemos alcanzado el empleo que queríamos y estamos muy contentos
alcanzar,verbo,https://diesgital.com/search?q=alcanzar,"en sentido figurado; conseguir alguien lo que se expresa a continuación; va seguido por ""a""",La muchacha alcanzó a oír la voz de su amigo entre el griterío.,alcanzó a comprender porqué se había divorciado || y no hemos alcanzado a ver todavía las ruinas completas del país
alcanzar,verbo,https://diesgital.com/search?q=alcanzar,"en sentido figurado, llegar a igualar a una persona, empresa, institución, organización, país, etc. en algún rasgo, característica o situación",Empezamos el trabajo hoy y ya alcanzamos a los que habían comenzado la semana pasada.,creen que España ya no será capaz de alcanzar a Italia en su PIB || mi hermano menor alcanzará al tuyo en los estudios || mi empresa no alcanzará a la tuya en innovación
alcanzar,verbo,https://diesgital.com/search?q=alcanzar,"en sentido figurado, llegar un cálculo a una cantidad determinada",,y ¿ a cuánto alcanza todo?
alcohol,nombre,https://diesgital.com/search?q=alcohol,"en sentido figurado, cosmético, en forma de polvo muy fino y que se elaboraba a base del mineral llamado alcohol o galena; era usado por las mujeres como afeite para ennegrecerse el pelo, las pestañas o las cejas",No importaba que el accidente me hubiera dejado sin pestañas ni cejas que ennegrecer con alcohol.,y usaban alcohol para ennegrecer las pestañas y las cejas
alegría,nombre,https://diesgital.com/search?q=alegría,"en sentido figurado, gasto irreflexivo y sin control del dinero",Se van acabar ya esas alegrías.,no me da para esas alegrías || esas alegrías se pagan caro || no le perdonaba esas alegrías
alegría,nombre,https://diesgital.com/search?q=alegría,"en sentido figurado, irresponsabilidad, es decir, llevar a cabo acciones sin pensar ni reflexionar",Despilfarra con alegría el dinero que no es suyo.,lo dicen con una alegría que da miedo || tanta alegría al gastar || vive el momento con una inconsciente alegría
alejar,verbo,https://diesgital.com/search?q=alejar,"en sentido figurado, apartar alguien ciertas ideas, creencias, emociones, sensaciones, etc.",He logrado alejar los malos recuerdos y ahora soy más feliz.,no he conseguido alejar esta pesadilla de mis sueños
alejar,verbo,https://diesgital.com/search?q=alejar,"en sentido figurado, distanciar emocionalmente, espiritualmente, económicamente, etc. a una persona, institución, organismo, organización, empresa, país, etc.",La guerra por los nuevos mercados ha alejado a las empresas que habían creado la joint venture. || El objetivo de la asistencia financiera fue alejar las preocupaciones concernientes a las finanzas de los países de la zona euro.,este conflicto alejó a los dos países || mi padre ha alejado a los novios de mi hermana con sus voces e improperios
alianza,nombre,https://diesgital.com/search?q=alianza,"en sentido figurado, anillo que se intercambian el novio y la novia durante la ceremonia de la boda; es un símbolo de la unión que forman al casarse",Al casarse intercambiaron alianzas de oro.,aunque estaba casada nunca llevaba la alianza
alianza,nombre,https://diesgital.com/search?q=alianza,"en sentido figurado, bebida que resulta de la mezcla de varios licores en un mismo vaso",Al salir del trabajo siempre se toman unas alianzas.,
alianza,nombre,https://diesgital.com/search?q=alianza,"en sentido figurado, unión de dos personas mediante ritos y/o formalidades legales que da lugar a una familia",Las alianzas entre personas del mismo sexo también son legales en algunos países.,para aumentar el número de alianzas que había en la sociedad
alimentar,verbo,https://diesgital.com/search?q=alimento,"en sentido figurado, suministrar a una máquina, proceso o mecanismo la materia, energía o cosa necesaria para su funcionamiento",Sigue alimentado el motor o el tren se detendrá.,lograron alimentar el horno de la fundición || el carbón alimenta la caldera
alimentar,verbo,https://diesgital.com/search?q=alimento,"en sentido figurado, verter una corriente sus aguas en otra",Varios ríos alimentan al mar Mediterráneo en las provincias levantinas.,el río Órbigo alimenta al Esla y este al Duero
alimentar,verbo,https://diesgital.com/search?q=alimento,"en sentido figurado, proporcionar a alguien dinero, alimento u otra cosa necesaria para vivir de una manera determinada",Los padres deben alimentar a sus hijos y cuidar de ellos hasta la mayoría de edad.,con el sueldo he alimentado a mi familia durante 20 años
alimentar,verbo,https://diesgital.com/search?q=alimento,"en sentido figurado, fomentar o favorecer el desarrollo o mantenimiento de creencias, hábitos, sentimientos, emociones, estados de ánimo, etc.",Ver el documental alimentó su deseo de ayudar a los animales maltratados.,sus conversaciones telefónicas alimentaban su amor por ella || y la lectura alimenta la imaginación y la inteligencia
alimento,nombre,https://diesgital.com/search?q=alimento,"en sentido figurado, acción de comer a determinadas horas",Siempre tenían los alimentos recién finalizados los ejercicios.,y los padres de familia deben considerar al desayuno de sus hijos como el alimento más importante del día
