lema,categoria,url,definicion,ejemplos,frases
blanco,nombre,https://diesgital.com/search?q=blanco,"en sentido figurado, jugador de un un equipo que viste de color blanco, por ejemplo, un jugador del Real Madrid",Jugar con los blancos impresiona debido a su gran palmarés.,el blanco anotó un gol desde fuera del área
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, persona o animal al que se mantiene dándole de comer, comprándole ropa, alojándole en casa, etc.","Tengo 15 bocas que alimentar en casa, contando a ms hijos y sus familias.",si se divorcir atendremos una boca más que alimentar
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, parte que, en ciertas herramientas, entra en contacto directo con aquello para lo que se usa la herramienta, por ejemplo, para cortar, apretar, etc.; se usa en física",Han roto la boca de la azada con el golpe tan fuerte que dieron.,se rompió la boca del destornillador al ir a apretar
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, abertura que tienen la guitarra y otros instrumentos en la caja de resonancia; se usa en música","La abertura acústica, boca o tarraja es una abertura cortada en la caja de resonancia (caja armónica) de los instrumentos de cuerda.",y las bocas de las guitarras españolas no se rajan por el dibujo de la roseta encolado
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, pequeña cantidad de comida que se suele tomar como aperitivo y acompañada con algún licor",,"y se comería antes unas bocas, si se le antojaba un trago en el camino || y cenar a puras bocas en el Granada"
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, abertura de un volcán por la que salen los materiales incandescentes, gases y el vapor de agua","El lodo en el volcán es constantemente empujado por el gas natural a las bocas de los volcanes, desde donde gotea en sus laderas.",y subieron hasta la boca del volcán
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, abertura que sirve de entrada o salida de un túnel o un lugar similar",La boca de metro más cercana esta solo a dos manzanas de aquí.,y las bocas de varios túneles estaban bloqueadas con piedras y ramas
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, abertura de algo, por ejemplo un recipiente, un arma de fuego, etc. por donde entra o sale algo",La boca de la jarra se rompió con el golpe.,la boca del fusil estaba llena de barro
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, órgano del ser humano utilizado para hablar",Lo hemos sabido por la boca de varios testigos.,y deben callarse esas bocas porque no saben nada de lo que pasó
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, embocadura de una calle, un río, un puerto o un canal","La mayoría de los estuarios se encuentran en las bocas de los ríos; por lo que son largos y angostos, semejando un canal.",han drenado la boca del canal || está en la boca de una de las calles del distrito
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, gusto o sabor de un vino",Este vino tiene buena boca y un equilibrio perfecto.,el vino que bebimos tenía buena boca
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, pinzas de un crustáceo, que es un animal invertebrado artrópodo con respiración branquial, dos pares de antenas, y el cuerpo cubierto generalmente por un caparazón calcáreo; se usa en zoología",Alude a la mencionada gran pinza o boca que desarrollan los machos.,este v
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, embocadura del escenario; se usa en el teatro","La altura de la boca del escenario es de 9,85 metros, y la profundidad bajo escena es de 5 metros.",y al no cerrar en su totalidad la boca del escenario
boca,nombre,https://diesgital.com/search?q=boca,"en sentido figurado, dientes de una persona",Debes ir al cuarto de baño y lavarte la boca antes de acostarte.,le dolía la boca y pidió hora al dentista
bomba,nombre,https://diesgital.com/search?q=bomba,"en sentido figurado, objeto de goma o de otro material flexible, generalmente de forma redonda, que relleno de aire o de un gas menos pesado, se eleva en el aire y sirve de juguete para los niños o como adorno en algún lugar","Por favor evitemos las bombas o globos en los festejos, no son reciclables ni biodegradables, y más aún si se les pone helio, un gas contaminante.",y docenas de bombas de varios colores adornaban el salón || y que estaba siendo utilizado además para inflar las bombas
bomba,adverbio,https://diesgital.com/search?q=bomba,"en sentido figurado, término usado para indicar de manera magnífica, estupenda o extraordinaria",,y nos lo hemos pasado bomba en este sitio
bomba,nombre,https://diesgital.com/search?q=bomba,"en sentido figurado, persona que causa un gran impacto; puede ser positivo o negativo","Esperaba que mi obra tuviera éxito, pero no sabía que iba a ser la bomba.",el nuevo futbolista es una bomba || y la novia de tu amigo es una bomba
bomba,nombre,https://diesgital.com/search?q=bomba,"en sentido figurado, trastorno temporal de las capacidades físicas y mentales a causa del consumo excesivo de alcohol","Como resultado de la bomba de anoche, pasé toda la mañana vomitando.",y anoche me pegué una bomba
bomba,nombre,https://diesgital.com/search?q=bomba,"en sentido figurado, departamento de bomberos y camión usado por los mismos para luchar contra los incendios u otro tipo de misiones",Los bomberos llegaron al incendio en la bomba y empezaron a subir la escalera hacia mi ventana. || ¡Socorro! ¡Hay un incendio! ¡Llamen a la bomba!,
bomba,nombre,https://diesgital.com/search?q=bomba,"en sentido figurado, noticia inesperada que causa sorpresa o estupor",La noticia de la muerte de su padre fue una bomba.,la boda del jefe fue una bomba
bomba,nombre,https://diesgital.com/search?q=bomba,"en sentido figurado, burbuja formada por una pompa de jabón que se hace mojando una pajita en agua jabonosa y soplando por el orificio de la misma",La imagen de la fragilidad es una bomba de jabón de superficie irisada.,"y los niños están felices haciendo bombas, pero se van a gastar todo el jabón || y acá es lo mismo una pompa que una bomba"
bomba,nombre,https://diesgital.com/search?q=bomba,"en sentido figurado, copla improvisada que los músicos intercalan en la interpretación de ciertos sones populares del sureste de México","Una bomba es un dicho, normalmente rimado, de carácter festivo y pícaro utilizada en Yucatán.",las bombas se intercalan muchas veces entre las notas de música que acompaña a las jaranas || y la bomba es generalmente una cuarteta o redondilla octosílaba
bordar,verbo,https://diesgital.com/search?q=borde,"en sentido figurado, ejecutar o explicar una cosa embelleciéndola y realzándola mucho y con esmero",Hube de reconocer que mi compañera había bordado la maniobra. || El actor que hizo de villano bordó su papel.,ha bordado la explicación y todos le han creído || y el equipo ha bordado la jugada
bosque,nombre,https://diesgital.com/search?q=bosque,"en sentido figurado, vello púbico, que es el el vello terminal localizado en el área genital de los seres humanos adolescentes y adultos","Si nunca has podado tu bosque te pierdes uno de los mayores placeres de la vida"", dice esta consultora sexual. || En el sueño de Dora, Freud identifica al bosque con el vello púbico.",y uno de cuatro hombres tienen un bosque entre las piernas || y a ese peculiar bosque de Venus
bosque,nombre,https://diesgital.com/search?q=bosque,"en sentido figurado, conjunto abigarrado de cosas o personas referidas como un todo desordenado y confuso",Simboliza un “bosque de personas” que hacen del mundo un lugar más habitable e inclusivo para todos. || Prieto Pérez cuidará al bosque de personas sin escrúpulos que pretenden ganar espacios para construir viviendas.,fue sometido a un bosque de preguntas
bosque,nombre,https://diesgital.com/search?q=bosque,"en sentido figurado, pelo que nace en la cara y que es abundante y espeso",Su barba es un bosque de pelos cuidadosamente recortados.,y tu padre realmente tiene un bosque
brasil,adjetivo,https://diesgital.com/search?q=brasil,"en sentido figurado, referencia a un color rojo propio de la madera del árbol del mismo nombre",Nos detuvimos en el lago para contemplar el cielo brasil del atardecer.,estaba coronado por una flor color brasil
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, rama de un árbol, especialmente la que es gruesa",El 'brazo' del árbol era de un gran grosor y se venció de lleno sobre la cabeza del peatón.,viendo los brazos del árbol desde lejos
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, parte de una masa de agua que se separa de la principal y forma un canal alargado",Los brazos del río se extienden a cuatro países diferentes.,"y no quedan peces en los brazos del río y los animales ya no pueden pastar || y arriba de las caídas, por uno de los brazos del río Iguazú"
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, cada una de las dos mitades de la barra horizontal de una balanza, de cuyos extremos cuelgan o en los cuales se apoyan los platillos","El pivote flexible debe ser capaz de soportar el peso de los brazos de la balanza, receptores de carga, aditamentos de la balanza y las masas a comparar. || Para probarlo se suspende, de uno de los brazos de una balanza muy sensible, el globo de cristal lleno de aire.",y tanto mayor es la sensibilidad cuanto más largos sean los brazos de la balanza
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, manga de una prenda de vestir que cubre desde el hombro hasta la mano",Basta con medir el brazo de la chaqueta y con la misma longitud cortaremos la pata del pantalón.,y el brazo del vestido de colegiala alcanza pero no toca a Frida
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, parte de un objeto que es alargada, se extiende más o menos horizontalmente y está unida al eje o al cuerpo central del objeto por uno de sus extremos",El brazo de la grúa se rompió por el peso de la carga.,y se rompió el brazo del tocadiscos
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, candelero que sale de la parte central y sirve para sostener las luces en una lámpara en forma de araña u otro aparato de iluminación,",Los brazos de la araña se cuelgan individualmente para el deleite del cliente.,y se ha roto una pieza que va entre el pie y el brazo de la lámpara
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, mitad de cada palo de una cruz, especialmente del horizontal",Esto hace innecesario que el brazo de la cruz que se dirige hacia el cielo sea más visible o más largo.,estaba colgada de uno de los brazos de la cruz
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, parte lateral de un asiento que sirve para apoyar las extremidades superiores del cuerpo humano",No le sientes en el brazo que lo va a romper.,estaban sentados en los brazos de unas butacas || y las sillas no tienen brazos
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, cada uno de los elementos que integran el transepto de una iglesia; se usa en arquitectura",Los brazos del transepto de la iglesia se denominan brazo norte y brazo sur.,y el fuego se inició en el brazo norte
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, distancia que existe en una palanca entre el punto de aplicación de la fuerza motriz (de potencia o de resistencia) y el punto de apoyo: se usa en física","Según esto el brazo de resistencia siempre será menor que el de potencia, por lo que el esfuerzo (potencia) será menor que la carga.",y el brazo de potencia (el brazo largo) está hacia arriba casi vertical
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, cada uno de los poderes de un sistema, por ejemplo, el poder ejecutivo, legislativo y judicial en un sistema democrático; se usa en política",Uno de los tres brazos estaba averiado por la corrupción de parte de sus miembros.,y se reúnen representantes de los tres brazos
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, fracción de un grupo",El brazo político de la organización crea un partido nuevo que rechaza la violencia.,y uno de los brazos excindidos del grupo armado || y supongo que el brazo armado en ese caso es el ejército
brazo,nombre,https://diesgital.com/search?q=brazo,"en sentido figurado, capacidad de alguien para hacer algo",Nada resiste al brazo del soberano.,y estas personas tienen buen brazo
buscar,verbo,https://diesgital.com/search?q=buscar,"en sentido figurado, hacer alguien lo necesario para que ocurra algo o por conseguir algo",Buscamos cambios fundamentales en el modelo de negocio para asegurar nuestro futuro. || Han buscado que los incentivos económicos lleguen a toda la población.,estaba buscando cómo salir de la situación tan adversa en la que se encontraba || y parece que los borrachos están buscando pelea
buscar,verbo,https://diesgital.com/search?q=buscar,"en sentido figurado, solicitar sexualmente a una persona","Pero una sabe que si el marido no la busca en tanto tiempo, no sé, se dicen tantas cosas.","y el dueño de la clínica, me busca, de inmediato un acostón || y que ella tiene más ganas que yo, que siempre me tiene que buscar"
buscar,verbo,https://diesgital.com/search?q=buscar,"en sentido figurado, provocar o hacer enfadar a alguien",No lo busques o acabarás sufriendo las consev¡cuencias.,estaba buscando pelea y la encontró
buscar,verbo,https://diesgital.com/search?q=buscar,"en sentido figurado, recoger a alguien o algo para llevarlo o ir con ello a algún sitio",Estuve esperando a que mi hermano viniera a buscarme para ir a almorzar.,y tengo que ir a buscar las flores para la fiesta || el taxi fue a buscarme al aeropuerto
buscar,verbo,https://diesgital.com/search?q=buscar,"en sentido figurado, hacer lo necesario para hallarse en una situación o estado inmaterial concreto",Debemos centrarnos en buscar una solución al problema.,está buscando una paz interior que no acaba de encontrar || si sigues así acabarás encontrando la ruina que pareces estar buscando
caballo,nombre,https://diesgital.com/search?q=caballo,"en sentido figurado, pieza del juego del ajedrez que tiene forma de caballo de gran cabeza; puede desplazarse por el tablero dibujando siempre una ele, es decir, una casilla horizontal y dos verticales o a la inversa, dos casillas horizontales y una vertical; es la única pieza que “salta” pues su movimiento le permite pasar por encima de las fichas sin que nada se lo impida","El ajedrez tiene seis tipos de piezas: el peón, la torre, el caballo, el alfil, la reina y el rey.","el caballo del ajedrez || el caballo que es una pieza menor del ajedrez occidental || el caballo, la pieza del ajedrez más compleja de mover || esta pieza que tiene la forma de una cabeza de Caballo || la pieza del caballo negro || movimientos del caballo y la torre"
caballo,nombre,https://diesgital.com/search?q=caballo,"en sentido figurado, persona habilidosa que muestra muchos conocimientos o que tiene muchas destrezas",,juntarse con el caballo
caballo,nombre,https://diesgital.com/search?q=caballo,"en sentido figurado, heroína, droga que se extrae de la flor del opio; es un polvo blanquecino, pardo o marrón que se inyecta en las venas y que también puede ser fumado o aspirado por la nariz; produce sensación de placer al principio y después aturdimiento e inactividad","La heroína es una de las drogas más tóxicas, es estimulante y muchos la conocen como caballo.",a comprar caballo (heroína) o cocaína || caballo que es una droga || la inmersión de dos jóvenes en el caballo || que contiene droga (coca o caballo) || que pasan las horas enganchados al «caballo» para trascender del mundo terrenal
caber,verbo,https://diesgital.com/search?q=caber,"en sentido figurado, poseer una idea concisa y clara de algo",No cabía entender nada más de aquel asunto.,por qué no llueve que cabe comprender el porqué de las cosas || que cabe entender || que cabe saber que el fin del mundo vendrá
caber,verbo,https://diesgital.com/search?q=caber,"en sentido figurado, ser algo pertinente, venir a cuento, ser necesario",En aquella situación no cabía mencionar la soga en casa del ahorcado.,que cabe citar a Platón || que cabía mencionar la ocupación nazi de Pasría || que cupo indicar la subida de la tasa de reposición || que no cabe destacar ningún hito importante
caber,verbo,https://diesgital.com/search?q=caber,"en sentido figurado, comprender o entender algo aceptando los hechos de una forma voluntaria",No me cabe duda alguna de que fue María quien lo hizo.,no cabe lugar a equivocación || qué duda cabe en esa situación || que no cabría duda || que no me cabe la menor duda de que el perro no se escapó
caber,verbo,https://diesgital.com/search?q=caber,"en sentido figurado, ser algo posible, por ejemplo, poder recurrir una resolución judicial","No cabe discutir, la decisión está tomada.",aún cabe que llegue mañana el recurso || no cabía recurso || que no cabe recurrir || que no cupo disculpa alguna
caber,verbo,https://diesgital.com/search?q=caber,"en sentido figurado, tener alguien la oportunidad o el honor de hacer algo",Me cupo la satisfacción de entregarle el ramo de flores.,que les cabe añadir un baile final de despedida || que me cabe el honor de recibirle || que no cupo decir nada || que nos cabe decir: gracias
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, barra fina de madera que se coloca en los bordes de un tablero para evitar que este se arquee",La colocación de la cabeza para evitar el combado.,cabeza de madera de pino para mayor protección || cara Biselada y cabeza machihembrada || machihembrado en cabeza || tablones sin cabeza
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, persona o individuo que forma parte del reparto de un todo",¿A cuántos antidisturbios vamos a tocar por cabeza?,1000 pesetas por cabeza || 3 langostinos por cabeza || media barra por cabeza || que no nos volvemos locos por 2 euros por cabeza || que tocábamos a 30 euros por cabeza
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, sistema de cuenta utilizado para indicar el número de animales que hay en un lugar concreto, por ejemplo en una explotación ganadera",Una unidad ganadera o UG es el equivalente a una cabeza de ganado de referencia.,1500 cabezas de ganado || cabeza de ganado capril || cabeza de ganado ovino || por cada cabeza de ganado de cerda || que compraron 300 cabezas de ganado
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, ciudad principal de un distrito, provincia o estado, capital del mismo",Tepoztlán es de gran importancia ya que su cabeza municipal y zona urbana se encuentran dentro de los límites del área protegida.,"concentración de la población del municipio en la cabeza municipal o departamental || que corresponde a población rural no perteneciente a la cabeza municipal Fuente || que impedía el tránsito a la cabeza municipal de Zimapán || tanto en la cabeza municipal, como en el área rural” || una cabeza municipal de cada provincia"
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, capacidad humana para entender las cosas, juzgarlas y razonarlas",Juan tenía una espectacular cabeza para la física.,con esa cabeza que llegará muy lejos || menuda cabeza para las matemáticas || que tiene una cabeza espectacular || una buena cabeza para el lenguaje || una cabeza bien amueblada
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte más adelantada de un grupo de personas o cosas que se mueven, como una manifestación, una competición ciclista, etc.",Los barrenderos y jardineros irán en la cabeza de la manifestación,a la cabeza de la caravana || en la cabeza del pelotón || la cabeza de carrera || la pancarta que servía de cabeza de la manifestación || que lo apartaron de la cabeza de la manifestación de Barcelona
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, miembro de una familia que está al cargo de la misma y carga con la mayor responsabilidad","Se puede decir como la cabeza de familia, porque la que trae el sueldo a casa es ella.",dicha persona que es la cabeza de familia || que comparten la cabeza de familia de los otros hogares || que pasa a ser uno mismo la cabeza de la tropa || seguir a la cabeza de familia
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, lugar privilegiado de alguna lista, estudio o encuesta en la que se sitúa un dato y que ocupa los primeros puestos por poseer un mayor número o porcentaje que el resto",La reforma laboral de Rajoy ha llevado a España a estar a la cabeza de Europa en precariedad laboral.,"a la cabeza de Europa en la exclusión social || Canarias, a la cabeza de la subida de la pobreza en la crisis || España a la cabeza de la participación en las europeas || España a la cabeza del paro || la USC a la cabeza de las universidades gallegas"
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, capítulos o partes en las que se divide un libro o un escrito",,libro con cincuenta cabezas
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, cabeza de la oveja preparada para comer",Nos comimos la cabeza con su lengua y sus sesos.,comerse la cabeza || que le daba asco comerse la cabeza || que no quería comerse la cabeza
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte delantera de un proyectil o bala en la que se deposita la carga explosiva",La cabeza de los proyectiles cinéticos no lleva ninguna carga explosiva.,cabeza bélica o de combate || cabeza de guerra || de cabeza explosiva o convencional || la parte delantera del proyectil o cabeza || los explosivos químicos de la cabeza convencional
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte superior y posterior de la cabeza de la que no forma parte la cara",Casi no podía levantarse de la cama por los terribles dolores de cabeza que padecía.,con mucho dolor de cabeza || no tenía pelo en la cabeza || que se abrió la cabeza || un fuerte golpe en la cabeza || unas horribles migrañas y dolores de cabeza
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, unidad de medida equivalente a la altura y longitud de una cabeza",Bolt ganó la carrera por una cabeza.,le lleva una cabeza a su hermana
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, acción de tener algo en el pensamiento",Nunca se le había pasado por la cabeza presentarse a aquel concurso pero el día que lo hizo se convirtió en un famoso de tomo y lomo.,que me trae de cabeza || que no se le podía sacar de la cabeza || que se le pasó por la cabeza || sacártelo de la cabeza || un delantero que ronda la cabeza de Ancelotti
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte circular, plana y membranosa del aparato médico llamado estetoscopio, que se le coloca al paciente en contacto con la piel para poder escuchar los sonidos internos del cuerpo, como por ejemplo los del corazón",La pieza de contacto o cabeza del nuevo cardiophon 2.0 ha sido completamente rediseñada.,estetoscopio cardiológico de doble cabeza || estetoscopio de doble cabeza || estetoscopio pediátrico de cabeza simple
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, extremo del cigarro puro que se corta y por el cual se fuma","El torcedor recorta con su chaveta un gorro, que pega con en la cabeza del cigarro, para aportar un tacto suave a los labios del fumador.",cabeza algo aplastada || la cabeza del tabaco || que pega en la cabeza del cigarro || terminación a la cabeza del puro || un gomero para pegar la cabeza del puro
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, tipo de juego infantil realizado con alfileres que consiste en cubrir con los dedos un alfiler y adivinar si es la punta o la cabeza del mismo.","¿A que me la dices, punta o cabeza?",a punta y cabeza el juego de niños con alfileres || el juego de la cabeza o punta || jugar a la cabeza con los alfileres
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte inferior de la hoja de tabaco que se encuentra más próxima al tallo",Toma dos gavillas en cada una de sus manos y las ata por la cabeza.,con la cabeza de la hoja a la izquierda || la cabeza de la hoja || manojos de 40 o 50 con una cinta por su cabeza
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, conjunto de pelos que cubren la parte superior y posterior de la cabeza de la que no forma parte la cara",Se lavó la cabeza con un champú neutro.,le picaba la cabeza y se rascaba
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte delantera de un vehículo articulado",La cabeza del camión se soltó y tuvieron un accidente.,la cabeza del vehículo estaba aparcada a la espera de que unieran el remolque
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, rueda pequeña y dentada que poseen los relojes y que sirve para darles cuerda",Los dientes de la cabeza del reloj se habían gastado y tuvo que poner una nueva.,cabeza de reloj fuera de su sitio || cómo arreglar la cabeza de un reloj suizo || dudillas sobre la cabeza del reloj || la cabeza del reloj
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, persona que se ocupa de gobernar un estado, comunidad, agrupación, corporación, familia, etc.",Las funciones del cabeza del Estado varían de acuerdo a la forma de gobierno que establece la Constitución de cada país.,a la cabeza del gremio de los alfareros la cabeza del Estado || cabeza del gobierno o presidente || de la cárcel a la cabeza del estado || la cabeza del poder ejecutivo del país
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, juego antiguo realizado a caballo que consistía en colocar varias figuras de cabezas, tres o cuatro, sobre unos palos clavados en el suelo e intentar atravesarlas con armas como lanzas o espadas o acertarlas con dardos o pistolas",En un juego de cabezas bien ordenado se ponen cuatro comúnmente y éstas se hacen siempre de cartón y del tamaño de la de un niño de seis a ocho años.,"el juego de las cabezas era un entretenimiento que se practicaba a caballo || en el juego de las cabezas que se hace uso de la lanza, del dardo, de la espada y de la pistola || la lanza del juego de las cabezas || que hubiese acertado el caballero todas las cabezas || una cosa muy difícil en el juego de las cabezas"
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, lista que se realiza con las personas que viven en un determinado lugar para poder cobrarles los impuestos correspondientes; uso antiguo",En la cabeza aparece claramente una constante económica dentro del panorama económico de la villa.,cabeza para determinación de contribuciones || el sistema de cabezas municipales
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte superior comestible de algunos tubérculos como los ajos",Le puse dos cabezas de ajo enteras al estofado.,compró varias cabezas que venían en una ristra
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, lugar en el que nace un río",La meta de muchos montañeros que quieren internarse en la cabeza del río Genil y conocer la ladera más agreste de las dos grandes cimas del macizo del sur de España.,conocer la diversidad vegetal de la cabeza del Clamores || el barranco junto a la cabeza || la ruta de la cabeza del río Genil || los embalses de la cabeza del Tajo || que puede visitarse la cabeza del Júcar
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte situada en el extremo de alguna cosa",Las cabezas de las vigas deben estar ventiladas para que no tengan humedad.,la cabeza de un puente fortificado || la cabeza de una llave de tubo || la cabeza del travesaño || quemar la cabeza de un bolígrafo || refuerzo de cabezas de viga
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte superior de la viga de madera que se utiliza para sujetar una campana","La dimensión de la cabeza que depende del diámetro, altura y peso de la campana.","convenientemente atornilladas a la cabeza de la campana || dos campanas, taladrándolas en su cabeza y dotándolas de una nueva badajera || el yugo que tiene dos partes fundamentales: el brazo y la cabeza || la cabeza o pieza con formas de molduras que actúa de contrapeso"
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte superior del lomo de un libro","La guarda, la ceja y la cabeza son partes de un libro.","en la cabeza del libro || lomo, cuajado y cabeza || tejuelo y cabeza"
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte opuesta a la punta de un alfiler, un clavo, una punta o una chincheta que normalmente posee una forma lisa, plana y circular","Una chincheta es un elemento de fijación, generalmente metálico, con un pequeño pincho en su centro y una cabeza circular.",cabeza de alfiler || clavo de cabeza aplanada || millar de pija cabeza hexagonal punta de broca || punta de cabeza roma || tornillo de cabeza alomada
cabeza,nombre,https://diesgital.com/search?q=cabeza,"en sentido figurado, parte más elevada de un conjunto de montañas, peñascos o montes que constituyen una sierra","La proyección solar en la cabeza de la Sierra del Hontanar es espectacular, el día 21 de Diciembre a las 2 de la tarde.","a la cabeza de la sierra de Guara || el Albarracín que es también la cabeza de la Sierra que lleva su nombre || en la cabeza de la sierra de la Demanda || en la cabeza de sierra Morena || la Pinareja, cabeza de la sierra"
cadáver,nombre,https://diesgital.com/search?q=cadáver,"en sentido figurado, persona, empresa, organización, organismo, institución, país, etc. que no tiene empuje ni iniciativa",Y no tienes nada para decir porque eres un cadáver.,el equipo es un cadáver y ya no es capaz de competir
cadáver,nombre,https://diesgital.com/search?q=cadáver,"en sentido figurado, cosa, asunto, etc. que se guarda y que ya no tiene valor, como por ejemplo libros viejos",Si sigue así tendrán que sacar los cadáveres y venderlos en el rastro.,en el trastero tenían una buena cantidad de cadáveres que habría que llevar a la basura
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, traer a la memoria propia algo percibido, aprendido o conocido",¡Acabo de caer en que tengo una cita con el dentista en diez minutos! || No había caído en que necesitaba encontrar un lugar donde dejar el coche.,"y te conozco de algún lugar, pero no caigo en dónde"
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, bajar de forma considerable un fenómeno como el frío o el calor",Las temperaturas cayeron por el frente frío.,ha caído muchísimo la temperatura y vamos a tener que gastar mucha calefacción
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, situarse o localizarse algo en un lugar concreto",El supermercado cae a varios kilómetros de la casa de mis abuelos.,la estación cae a dos minutos del centro
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, ser, suceder o aparecer algo como consecuencia de una acción, operación, proceso, o suceso, en ocasiones accidentales",El embarazo de mi hermana pequeña no cayó bien en la familia.,"y que la universidad la hubiera rechazado, le cayó mal"
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, quedar alguien seducido por algo o por alguien, es decir, creerse una historia o cosa similar, normalmente contada con el fin de engañar","El taxista intentaba engañarme porque creyó que era extranjero, pero no caí. || Les vendí la mejor historia. Y cayeron.",hasta que no leí el escrito no caí en las estupideces que decía
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, acabar alguien siendo arrestado por la autoridad competente","Sé bien que nos falta agarrar a Montoya, pero ya caerá, ya caerá.","creen que la banda acabará cayendo, aunque no saben cuándo ni dónde"
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, apoderarse de un lugar durante un enfrentamiento, especialmente durante una guerra",Las ciudades del norte cayeron una tras otra sin apenas resistencia.,el castillo cayó con el asedio
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, reñir a una persona, empresa, grupo, institución, etc. por estar en desacuerdo con el contenido de un discurso, una forma de proceder, etc.",,el partido en el gobierno le cayó a los colorados por la falta de acuerdo institucional
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, cotejar a una persona, que es intentar seducirla, especialmente para intentar tener relaciones sexuales con ella",,y he visto unos manes haciendo mala cara desde que le estoy cayendo a la hembrita
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, estar algo dentro de las competencias y obligaciones de alguien o de algo",La venta de pasteles no cae dentro de las obligaciones de la escuela.,esa partida no cae en este presupuesto
caer,verbo,https://diesgital.com/search?q=caer,"en sentido figurado, quedarle bien o mal algo a una determinada persona",El café en ayunas a veces me cae bien y a veces mal.,a tu amiga le cae muy bien el vestido blanco || y no bebo porque el alcohol me cae mal
